0,	,	2500,	6756478,	1006,	258444,	453,	3181,	5224,	111706,	258890,	6759010,	6498616
1,	,	2500,	6667056,	1294,	176777,	533,	2536,	3571,	80080,	176830,	6669342,	6490949
2,	,	2500,	6721580,	633,	234186,	13,	2886,	3942,	92575,	234757,	6723169,	6488002
3,	,	2500,	6628111,	913,	152254,	484,	1923,	2418,	57749,	152667,	6629667,	6476360
Total,	56.9678,	10000,	26773225,	3846,	821661,	1483,	10526,	15155,	342110,	823144,	26781188,	25953927,	529
0,	,	2500,	6709300,	871,	211120,	251,	2694,	4288,	91800,	211145,	6711584,	6498778
1,	,	2500,	6583481,	1131,	92890,	313,	2166,	2250,	61882,	92945,	6584632,	6491288
2,	,	2500,	6629915,	678,	142086,	28,	2741,	2891,	77725,	142386,	6631178,	6488535
3,	,	2500,	6655407,	498,	179583,	12,	1777,	3555,	71921,	179807,	6657124,	6476397
Total,	55.7256,	10000,	26578103,	3178,	625679,	604,	9378,	12984,	303328,	626283,	26584518,	25954998,	433
0,	,	2500,	6721533,	1025,	223338,	436,	3205,	4436,	101864,	223338,	6723800,	6498799
1,	,	2500,	6711132,	1563,	220533,	791,	2418,	3763,	81354,	220844,	6714175,	6491263
2,	,	2500,	6659218,	665,	171329,	32,	2637,	3686,	85188,	172179,	6661323,	6488545
3,	,	2500,	6665648,	547,	189944,	59,	2183,	3894,	78664,	190101,	6667272,	6476262
Total,	56.1222,	10000,	26757531,	3800,	805144,	1318,	10443,	15779,	347070,	806462,	26766570,	25954869,	499
0,	,	2500,	6749724,	2185,	251179,	1634,	2441,	3252,	74932,	251299,	6752383,	6499112
1,	,	2500,	6611136,	1343,	120586,	616,	2416,	2610,	69582,	121027,	6612821,	6491236
2,	,	2500,	6737507,	980,	250112,	362,	3015,	4537,	100519,	250684,	6739834,	6488041
3,	,	2500,	6657744,	562,	182011,	76,	1910,	3326,	69097,	183566,	6659452,	6476216
Total,	57.344,	10000,	26756111,	5070,	803888,	2688,	9782,	13725,	314130,	806576,	26764490,	25954605,	564
0,	,	2500,	6705878,	717,	207478,	87,	2010,	3534,	73516,	207847,	6708013,	6498936
1,	,	2500,	6697293,	1578,	207026,	864,	2831,	4032,	94091,	207081,	6699967,	6490953
2,	,	2500,	6708461,	751,	221179,	127,	2982,	3900,	89551,	222601,	6710455,	6487863
3,	,	2500,	6696876,	1330,	221137,	927,	2729,	3851,	89245,	221296,	6699784,	6476307
Total,	56.0306,	10000,	26808508,	4376,	856820,	2005,	10552,	15317,	346403,	858825,	26818219,	25954059,	464
0,	,	2500,	6707890,	1826,	209472,	1282,	2751,	3160,	79693,	209474,	6710020,	6499020
1,	,	2500,	6666817,	901,	176121,	76,	1961,	3353,	70379,	176643,	6669026,	6491384
2,	,	2500,	6653279,	666,	165730,	23,	2378,	3234,	75255,	165806,	6654723,	6488258
3,	,	2500,	6579116,	488,	103051,	2,	1339,	2154,	47013,	103834,	6580287,	6476564
Total,	55.2162,	10000,	26607102,	3881,	654374,	1383,	8429,	11901,	272340,	655757,	26614056,	25955226,	440
